289.89,0.087212
290.5,0.087007
290.69,0.087109
290.82,0.086579
290.84,0.086638
290.88,0.087067
290.91,0.086811
291.52,0.086634
291.62,0.086878
291.69,0.087246
291.78,0.087268
291.85,0.087026
292.13,0.086496
292.25,0.087137
292.38,0.0872
292.62,0.087776
292.88,0.0872
293.06,0.086993
293.36,0.087826
293.44,0.087459
408.4,0.087313
409.13,0.08742
410.72,0.087515
411.21,0.087311
411.28,0.08791
411.8,0.087634
411.8,0.087105
411.93,0.08804
412.47,0.08823
413.06,0.087698
413.19,0.087719
413.38,0.087872
413.81,0.087568
414.63,0.087686
415.44,0.088218
415.46,0.087851
415.75,0.08824
416.08,0.087855
416.34,0.087737
416.72,0.08794
532.49,0.088167
533.93,0.088301
534.48,0.087585
534.52,0.087997
534.85,0.088309
535.33,0.088103
535.34,0.088027
535.98,0.088182
536.09,0.088274
536.19,0.087957
536.74,0.088507
536.78,0.087745
537.21,0.087775
537.46,0.088539
537.91,0.087776
537.99,0.088246
538.85,0.088488
538.98,0.088282
539.12,0.088586
539.2,0.088183
620.35,0.089133
628.87,0.088961
653.18,0.088107
655.17,0.088254
655.21,0.088573
656.65,0.088125
656.97,0.088945
658.5,0.087948
658.84,0.088682
658.92,0.088443
659.29,0.08867
660.12,0.088389
660.21,0.088577
660.69,0.088791
660.99,0.088451
662.31,0.088459
662.33,0.088754
662.73,0.088617
663.39,0.088688
672.82,0.089283
685.84,0.089006
694.93,0.08911
694.93,0.08911
697.9,0.089422
700.54,0.088408
703.44,0.088455
704.79,0.089174
706.27,0.089727
714.63,0.089258
715.56,0.089086
746.9,0.088295
759.66,0.088311
762.47,0.089165
772.46,0.088333
772.47,0.08918
779.74,0.088966
780.12,0.088682
780.3,0.089002
781.41,0.08875
781.7,0.089123
782.45,0.088948
782.5,0.089393
782.84,0.089011
783.77,0.088901
784.7,0.088064
784.87,0.089058
788.07,0.08873
789.61,0.088265
789.72,0.088911
802.06,0.088918
815.66,0.088892
835.67,0.088557
842.36,0.088379
852.31,0.088831
