idx,sa1,sa2,sa3,ref1,ref2,ref3
1,,,,1043.607,812.896,758.222
1,1001.466,779.66,726.937,1035.429,805.608,751.012
1,997.013,775.465,722.922,1032.403,802.704,748.151
1,995.027,773.392,720.856,1030.9,801.063,746.501
1,994.035,772.195,719.648,1029.973,799.936,745.359
1,993.351,771.323,718.796,1029.398,799.165,744.561
1,992.868,770.703,718.068,1028.926,798.505,743.903
1,992.555,770.14,717.612,1028.595,797.997,743.397
1,992.184,769.597,716.909,1028.187,797.42,742.877
1,991.877,769.106,716.472,1027.872,796.886,742.315
1,991.629,768.704,716.089,1027.536,796.474,741.884
2,,,,1484.43,1157.422,1080.066
2,1519.194,1184.714,1105.699,1490.737,1162.807,1085.256
2,1522.256,1187.431,1108.223,1492.172,1164.199,1086.696
2,1522.786,1188.011,1108.897,1492.222,1164.361,1086.853
2,1522.47,1187.843,1108.726,1491.789,1164.055,1086.553
2,1522.018,1187.58,1108.505,1491.353,1163.78,1086.381
2,1521.403,1187.097,1108.053,1490.587,1163.148,1085.782
2,1520.663,1186.502,1107.598,1489.874,1162.59,1085.244
2,1519.962,1185.921,1106.968,1489.114,1161.975,1084.767
2,1519.203,1185.282,1106.419,1488.37,1161.404,1084.111
2,1518.542,1184.654,1105.942,1487.696,1160.755,1083.653
3,,,,2011.043,1565.829,1460.888
3,2024.929,1577.018,1471.529,2016.984,1571.129,1466.025
3,2027.191,1579.288,1473.823,2017.34,1571.742,1466.937
3,2026.533,1579.049,1473.736,2016.554,1571.418,1466.648
3,2025.491,1578.442,1473.257,2015.182,1570.524,1465.921
3,2023.998,1577.409,1472.335,2013.704,1569.477,1464.991
3,2022.623,1576.389,1471.571,2012.271,1568.389,1464
3,2021.182,1575.247,1470.541,2010.672,1567.155,1462.965
3,2019.666,1574.151,1469.551,2009.249,1565.988,1462.024
3,2018.093,1572.957,1468.492,2007.778,1564.88,1460.87
3,2016.672,1571.691,1467.313,2006.227,1563.495,1459.762
4,,,,2527.563,1965.918,1833.975
4,2526.958,1965.78,1834.018,2530.72,1968.953,1837.19
4,2527.055,1966.353,1834.838,2529.55,1968.368,1836.778
4,2525.381,1965.266,1834.022,2527.545,1967.088,1835.777
4,2523.313,1963.891,1832.755,2525.317,1965.454,1834.327
4,2520.929,1962.131,1831.222,2522.902,1963.645,1832.6
4,2518.648,1960.415,1829.749,2520.483,1961.808,1831.062
4,2516.367,1958.633,1828.2,2518.269,1960.008,1829.528
4,2514.199,1956.919,1826.675,2515.985,1958.254,1827.912
4,2511.919,1955.072,1825.05,2513.638,1956.356,1826.238
4,2509.573,1953.144,1823.134,2511.383,1954.507,1824.587
5,,,,2988.924,2323.249,2172.086
5,3013.689,2342.758,2190.474,2990.923,2325.473,2174.455
5,3012.54,2342.391,2190.394,2988.865,2324.206,2173.516
5,3010.028,2340.709,2188.958,2985.961,2322.166,2171.589
5,3006.809,2338.373,2186.843,2982.66,2319.666,2169.443
5,3003.418,2335.831,2184.604,2979.441,2317.197,2167.287
5,3000.309,2333.373,2182.463,2976.304,2314.777,2165.081
5,2997.031,2330.803,2180.092,2973.086,2312.253,2162.665
5,2993.628,2328.063,2177.582,2969.55,2309.371,2160.228
5,2990.374,2325.448,2175.301,2966.46,2306.824,2157.959
5,2987.193,2322.803,2172.844,2963.261,2304.257,2155.479
6,,,,981.336,758.399,705.983
6,962.424,743.237,691.629,960.348,741.296,689.639
6,951.213,733.967,682.616,953.039,735.147,683.633
6,946.468,729.88,678.567,949.607,732.123,680.689
6,944.085,727.688,676.505,947.71,730.341,678.897
6,942.624,726.336,675.038,946.506,729.199,677.644
6,941.675,725.346,674.022,945.694,728.339,676.853
6,941.019,724.669,673.411,945.102,727.672,676.082
6,940.445,724.01,672.682,944.552,727.131,675.431
6,940.038,723.556,672.217,944.209,726.712,675.017
6,939.599,723.05,671.622,943.705,726.183,674.416
7,,,,976.593,392.842,1314.3
7,1037.407,417.366,1400.363,977.293,393.188,1334.748
7,1036.542,417.098,1413.71,976.225,392.775,1343.55
7,1035.368,416.625,1420.609,975.18,392.36,1348.816
7,1034.142,416.147,1424.803,974.117,391.967,1352.054
7,1032.985,415.706,1427.31,973.12,391.558,1354.21
7,1031.844,415.249,1429.092,972.085,391.161,1355.436
7,1030.696,414.826,1429.985,971.102,390.763,1356.368
7,1029.559,414.349,1430.406,970.098,390.383,1356.816
7,1028.398,413.883,1430.554,969.083,389.965,1356.856
7,1027.237,413.42,1430.358,968.074,389.563,1356.724
8,,,,970.333,390.369,1313.309
8,996.725,400.991,1353.075,969.603,390.089,1325.316
8,995.232,400.393,1359.186,968.183,389.529,1328.782
8,993.854,399.869,1361.529,966.969,389.06,1330.2
8,992.66,399.358,1362.16,965.916,388.627,1330.658
8,991.559,398.922,1362.302,964.919,388.222,1330.699
8,990.484,398.518,1362.091,963.935,387.805,1330.277
8,989.436,398.078,1361.464,962.955,387.43,1329.737
8,988.385,397.661,1360.656,962.003,387.035,1329.064
8,987.342,397.27,1359.868,961.036,386.652,1328.257
8,986.302,396.858,1359.057,960.059,386.236,1327.276
9,,,,970.237,390.245,1320.299
9,983.203,395.497,1341.723,969.093,389.869,1330.07
9,981.685,394.907,1346.791,967.677,389.288,1333.251
9,980.317,394.414,1348.857,966.483,388.822,1334.604
9,979.164,393.897,1349.641,965.419,388.39,1334.853
9,978.069,393.454,1349.641,964.395,387.948,1334.77
9,977.022,393.024,1349.501,963.388,387.585,1334.422
9,975.978,392.609,1348.748,962.401,387.174,1333.749
9,974.919,392.188,1348.065,961.382,386.773,1332.923
9,973.878,391.792,1347.172,960.393,386.343,1332.045
9,972.834,391.36,1346.191,959.419,385.958,1331.126
10,,,,955.919,384.455,1296.272
10,968.901,389.678,1320.597,955.629,384.36,1311.033
10,967.536,389.168,1327.706,954.218,383.809,1315.367
10,966.157,388.67,1330.431,952.99,383.32,1316.944
10,964.986,388.158,1331.55,951.9,382.904,1317.646
10,963.886,387.735,1331.732,950.883,382.471,1317.703
10,962.808,387.272,1331.529,949.878,382.089,1317.481
10,961.749,386.825,1331.094,948.859,381.69,1316.904
10,960.696,386.436,1330.393,947.867,381.259,1316.272
10,959.694,386.049,1329.64,946.889,380.865,1315.383
10,958.635,385.588,1328.682,945.893,380.472,1314.706
11,,,,958.45,385.488,1305.489
11,971.817,390.875,1328.158,957.505,385.155,1316.534
11,970.318,390.269,1334.041,956.111,384.573,1320.192
11,968.97,389.722,1336.452,954.875,384.1,1321.616
11,967.779,389.296,1337.27,953.778,383.654,1322.22
11,966.69,388.853,1337.575,952.774,383.265,1322.258
11,965.618,388.431,1337.391,951.747,382.849,1321.89
11,964.549,387.994,1337.006,950.734,382.412,1321.497
11,963.482,387.578,1336.245,949.725,382.026,1320.794
11,962.464,387.162,1335.475,948.743,381.623,1319.846
11,961.423,386.69,1334.566,947.755,381.264,1319.156
12,,,,958.621,385.553,1308.346
12,972.074,390.959,1331.037,957.665,385.168,1319.179
12,970.555,390.389,1337.075,956.172,384.583,1322.818
12,969.143,389.795,1339.363,954.906,384.068,1324.232
12,967.94,389.341,1340.403,953.824,383.629,1324.813
12,966.816,388.854,1340.541,952.773,383.209,1325.004
12,965.731,388.412,1340.342,951.733,382.807,1324.745
12,964.659,387.997,1340.003,950.725,382.358,1324.008
12,963.595,387.579,1339.11,949.722,381.993,1323.241
12,962.529,387.16,1338.332,948.686,381.566,1322.67
12,961.43,386.715,1337.422,947.662,381.12,1321.599
13,,,,958.725,385.916,1309.68
13,972.659,391.534,1333.225,957.822,385.535,1320.811
13,971.12,390.978,1339.305,956.328,385.006,1324.477
13,969.731,390.379,1341.606,955.072,384.496,1325.866
13,968.528,389.937,1342.655,953.979,384.03,1326.424
13,967.381,389.447,1342.871,952.892,383.623,1326.525
13,966.275,388.993,1342.578,951.885,383.201,1326.307
13,965.179,388.581,1342.095,950.814,382.772,1325.749
13,964.069,388.148,1341.603,949.757,382.311,1325.025
13,962.972,387.662,1340.756,948.717,381.919,1324.337
13,961.868,387.272,1339.782,947.681,381.509,1323.521
14,,,,968.472,389.233,1284.014
14,1092.815,439.445,1463.507,977.305,392.906,1340.992
14,1097.433,441.381,1503.591,978.967,393.666,1366.383
14,1097.965,441.618,1523.101,978.712,393.611,1379.503
14,1097.231,441.38,1533.445,977.941,393.299,1386.873
14,1096.013,440.923,1539.245,976.859,392.887,1391.129
14,1094.531,440.362,1542.342,975.679,392.444,1393.764
14,1092.999,439.759,1544.04,974.424,391.926,1394.803
14,1091.429,439.074,1544.624,973.224,391.448,1395.634
14,1089.84,438.5,1544.655,971.973,390.934,1395.857
14,1088.204,437.789,1544.201,970.647,390.409,1395.364
15,,,,966.209,388.443,1280.19
15,1043.535,419.64,1384.926,965.038,388.05,1290.514
15,1041.541,418.848,1390.102,963.323,387.354,1293.536
15,1039.642,418.077,1391.986,961.749,386.731,1294.647
15,1037.929,417.419,1392.505,960.351,386.183,1295.13
15,1036.349,416.787,1392.308,959.095,385.685,1294.879
15,1034.829,416.154,1391.608,957.824,385.157,1294.365
15,1033.341,415.626,1390.876,956.595,384.662,1293.894
15,1031.863,414.995,1389.749,955.341,384.173,1292.903
15,1030.366,414.373,1388.69,954.082,383.642,1292.135
15,1028.83,413.77,1387.463,952.799,383.14,1291.1
16,,,,2470.879,998.465,3449.113
16,2501.277,1052.509,17456.627,2464.175,995.879,3468.245
16,2497.296,1050.885,17468.058,2460.386,994.427,3478.032
16,2493.592,1049.413,17460.278,2457.307,993.151,3483.817
16,2490.834,1048.222,17452.523,2454.312,991.93,3487.389
16,2487.98,1047.023,17440.038,2451.376,990.857,3489.786
16,2485.357,1045.981,17427.74,2448.628,989.744,3491.012
16,2482.712,1044.866,17414.15,2445.738,988.574,3491.484
16,2480.092,1043.807,17399.732,2442.972,987.417,3491.472
16,2477.452,1042.649,17384.624,2440.138,986.27,3491.007
16,2474.782,1041.525,17368.336,2437.237,985.094,3490.2
17,,,,2009.424,811.153,2829.166
17,2017.111,847.732,13923.648,2007.728,810.61,2835.872
17,2015.583,847.182,13926.635,2006.014,809.902,2837.937
17,2014.039,846.545,13922.531,2004.212,809.166,2838.595
17,2012.33,845.855,13915.09,2002.317,808.446,2838.658
17,2010.607,845.104,13906.043,2000.437,807.676,2838.491
17,2008.872,844.346,13896.582,1998.62,806.947,2838.172
17,2007.19,843.686,13887.258,1996.818,806.228,2837.425
17,2005.496,842.943,13877.483,1994.936,805.443,2836.462
17,2003.843,842.238,13868.335,1993.099,804.673,2835.584
17,2002.156,841.562,13857.644,1991.277,804.02,2834.926
18,,,,4060.553,3122.037,2897.627
18,3995.109,3848.157,2865.023,4043.241,3108.764,2885.615
18,3986.096,3839.478,2858.661,4038.041,3104.837,2882.208
18,3982.737,3836.203,2856.45,4035.172,3102.562,2880.226
18,3981.674,3835.32,2856.045,4032.746,3100.749,2878.56
18,3978.366,3832.229,2853.745,4030.508,3099.03,2877.217
18,3978.136,3831.953,2853.623,4028.764,3097.653,2876.091
18,3976.337,3830.263,2852.516,4026.727,3096.103,2874.591
18,3973.564,3827.658,2850.627,4024.966,3094.73,2873.368
18,3972.238,3826.365,2849.598,4023.465,3093.64,2872.386
18,3970.845,3825.035,2848.776,4021.938,3092.408,2871.379
19,,,,3837.182,2950.555,2741.183
19,3947.561,3802.803,2833.602,3847.542,2958.564,2748.088
19,3952.66,3807.655,2836.679,3849.282,2959.803,2749.01
19,3953.011,3807.986,2837.037,3849.048,2959.715,2748.844
19,3952.677,3807.659,2836.805,3848.002,2958.881,2748.185
19,3951.564,3806.584,2836.033,3846.409,2957.701,2747.178
19,3949.933,3805.053,2835.148,3844.543,2956.139,2745.974
19,3948.155,3803.389,2833.803,3842.435,2954.608,2744.615
19,3946.084,3801.322,2832.642,3840.335,2953.03,2742.993
19,3944.119,3799.494,2831.111,3838.232,2951.512,2741.707
19,3942.128,3797.541,2829.809,3836.186,2949.893,2740.421
20,,,,3792.223,2916.101,2710.382
20,3917.246,3773.682,2813.112,3820.821,2938.111,2730.519
20,3929.577,3785.628,2821.883,3825.313,2941.64,2733.581
20,3931.254,3787.238,2823.173,3825.48,2941.75,2733.462
20,3930.648,3786.711,2822.501,3824.23,2940.774,2732.608
20,3929.213,3785.31,2821.454,3822.565,2939.491,2731.677
20,3927.716,3783.946,2820.566,3820.888,2938.177,2730.437
20,3926.034,3782.357,2819.484,3818.939,2936.755,2729.089
20,3923.826,3780.136,2817.811,3816.642,2934.986,2727.514
20,3921.546,3777.998,2816.149,3814.262,2933.151,2725.907
20,3919.635,3776.158,2815.001,3812.037,2931.504,2724.565
21,,,,3761.764,2892.86,2689.881
21,3888.251,3745.926,2793.837,3790.73,2915.051,2710.353
21,3900.728,3757.993,2802.621,3795.628,2918.998,2713.644
21,3902.882,3760.084,2804.036,3796.117,2919.264,2713.889
21,3902.811,3760.013,2803.939,3795.134,2918.58,2713.261
21,3901.628,3758.88,2803.224,3793.591,2917.379,2712.242
21,3900.126,3757.499,2802.166,3791.784,2915.989,2711.069
21,3898.244,3755.676,2801.09,3789.876,2914.54,2709.563
21,3896.353,3753.86,2799.515,3787.459,2912.698,2708.035
21,3893.927,3751.589,2797.712,3785.116,2910.917,2706.354
21,3891.572,3749.272,2796.331,3782.602,2908.94,2704.653
22,,,,3736.065,2873.2,2672.704
22,3863.812,3722.697,2777.593,3764.642,2895.256,2692.779
22,3876.23,3734.626,2786.016,3769.678,2899.121,2696.405
22,3877.97,3736.303,2787.415,3769.423,2898.965,2696.195
22,3877.565,3735.948,2787.161,3768.453,2898.218,2695.596
22,3876.297,3734.693,2786.345,3766.955,2897.104,2694.457
22,3874.658,3733.108,2785.185,3764.994,2895.57,2693.133
22,3872.742,3731.339,2783.942,3762.89,2893.992,2691.759
22,3870.73,3729.444,2782.644,3760.635,2892.251,2690.395
22,3868.442,3727.281,2780.984,3758.247,2890.435,2688.65
22,3866.108,3725.043,2779.632,3755.637,2888.499,2686.987
23,,,,3708.966,2851.776,2647.53
23,3838.071,3696.951,2753.297,3737.831,2874.031,2668.025
23,3850.603,3709.165,2762.153,3742.641,2877.698,2671.272
23,3852.807,3711.311,2763.42,3742.942,2877.902,2671.476
23,3852.372,3710.905,2762.962,3742.001,2877.284,2670.701
23,3850.854,3709.358,2762.172,3740.132,2875.778,2669.452
23,3849.114,3707.68,2760.952,3738.049,2874.165,2668.103
23,3847.119,3705.827,2759.499,3735.97,2872.622,2666.686
23,3845.006,3703.824,2758.065,3733.594,2870.746,2664.957
23,3842.719,3701.603,2756.519,3731.256,2869.046,2663.467
23,3840.514,3699.586,2755.051,3728.976,2867.167,2661.883
24,,,,2476.324,1000.481,3613.235
24,2511.12,1056.55,17678.17,2469.57,997.816,3630.577
24,2506.458,1054.653,17682.085,2465.768,996.397,3637.445
24,2503.167,1053.404,17673.628,2462.495,995.111,3639.846
24,2500.941,1052.465,17665.635,2459.208,993.847,3639.963
24,2497.272,1050.869,17644.604,2456.158,992.609,3638.817
24,2495.111,1050.073,17631.29,2453.049,991.338,3636.742
24,2491.467,1048.5,17607.9,2450.022,990.15,3634.571
24,2488.536,1047.27,17589.014,2446.988,988.944,3631.819
24,2485.628,1046.103,17568.686,2444.017,987.743,3628.992
24,2482.858,1044.922,17550.039,2440.877,986.456,3625.612
25,,,,2032.196,820.308,2966.277
25,2009.479,844.477,13962.225,2030.254,819.59,2970.563
25,2007.928,843.88,13962.476,2028.253,818.839,2971.099
25,2006.151,843.142,13954.608,2026.233,817.973,2970.493
25,2004.419,842.431,13945.648,2024.188,817.199,2969.208
25,2002.524,841.632,13933.552,2022.188,816.39,2967.828
25,2000.565,840.823,13920.451,2019.904,815.447,2965.465
25,1998.564,839.938,13907.639,2017.793,814.583,2963.696
25,1996.89,839.226,13896.434,2015.803,813.763,2961.622
25,1995.063,838.465,13884.462,2013.813,812.955,2959.609
25,1993.306,837.71,13872.579,2011.805,812.121,2957.585
26,,,,1524.399,614.699,2222.306
26,1520.536,638.162,10367.252,1522.749,614.011,2221.133
26,1519.699,637.847,10365.296,1521.686,613.603,2221.129
26,1518.94,637.509,10362.547,1520.59,613.137,2220.606
26,1517.756,637.013,10355.496,1519.425,612.71,2219.636
26,1516.761,636.57,10349.923,1518.275,612.215,2218.789
26,1515.684,636.132,10342.921,1517.095,611.737,2217.72
26,1514.736,635.728,10337.324,1515.928,611.317,2216.662
26,1513.588,635.218,10329.645,1514.791,610.806,2215.615
26,1512.62,634.843,10323.611,1513.672,610.353,2214.505
26,1511.618,634.445,10316.67,1512.57,609.914,2213.387
27,,,,992.612,399.695,1449.879
27,1036.952,434.541,6878.188,990.971,399.085,1442.628
27,1036.559,434.354,6868.822,990.604,398.887,1440.925
27,1036.16,434.201,6863.903,990.17,398.754,1439.7
27,1035.735,434.002,6859.599,989.731,398.525,1438.813
27,1035.281,433.819,6855.777,989.22,398.323,1438.227
27,1034.77,433.589,6852.238,988.642,398.134,1437.171
27,1034.268,433.402,6848.87,988.205,397.92,1436.73
27,1033.907,433.215,6846.448,987.739,397.761,1436.222
27,1033.388,433.007,6843.053,987.227,397.519,1435.538
27,1032.861,432.754,6839.464,986.742,397.345,1435.241
28,,,,2461.058,994.263,3612.916
28,2492.804,1048.836,17587.637,2454.867,991.862,3634.511
28,2488.371,1047.006,17592.731,2450.94,990.375,3644.307
28,2485.121,1045.693,17586.733,2447.627,989.008,3649.419
28,2481.947,1044.39,17573.219,2444.352,987.737,3651.485
28,2479.026,1043.151,17557.922,2441.212,986.412,3651.924
28,2476.149,1041.927,17541.86,2438.103,985.2,3651.435
28,2473.772,1040.927,17527.066,2434.915,983.916,3650.042
28,2470.214,1039.436,17503.927,2431.743,982.654,3648.139
28,2467.337,1038.244,17484.841,2428.638,981.388,3645.6
28,2464.486,1037.027,17466.169,2425.659,980.189,3643.45
29,,,,2027.935,818.536,2986.295
29,1999.96,840.372,13928.934,2025.857,817.721,2990.402
29,1998.341,839.768,13928.921,2023.872,816.952,2991.311
29,1996.547,839.043,13921.317,2021.784,816.074,2991.017
29,1994.72,838.24,13911.341,2019.625,815.23,2989.985
29,1992.857,837.493,13900.537,2017.527,814.385,2988.558
29,1991.046,836.714,13889.72,2015.361,813.525,2986.731
29,1989.208,835.904,13878.314,2013.291,812.679,2984.865
29,1987.374,835.142,13865.703,2011.193,811.866,2982.828
29,1985.524,834.38,13853.318,2009.032,810.965,2980.724
29,1983.584,833.533,13840.242,2006.839,810.056,2978.487
30,,,,1526.015,614.589,2244.613
30,1527.258,640.28,10443.365,1524.411,613.958,2244.575
30,1526.358,639.918,10442.397,1523.294,613.546,2244.717
30,1525.333,639.521,10438.533,1522.094,613.092,2244.381
30,1524.357,639.091,10434.053,1520.964,612.601,2243.766
30,1523.242,638.626,10427.076,1519.731,612.143,2242.687
30,1522.138,638.146,10420.149,1518.535,611.651,2241.661
30,1521.529,637.901,10416.46,1517.313,611.142,2240.429
30,1520.011,637.291,10406.785,1516.11,610.676,2239.293
30,1519.375,637.045,10402.469,1514.868,610.146,2238.301
30,1517.805,636.34,10392.279,1513.653,609.677,2237.028
31,,,,997.768,401.779,1471.943
31,1032.153,432.529,6868.399,995.972,401.097,1464.119
31,1031.637,432.28,6858.323,995.52,400.864,1462.369
31,1031.182,432.124,6852.594,995.038,400.665,1461.137
31,1030.711,431.915,6848.302,994.527,400.478,1460.128
31,1030.322,431.734,6845.235,993.998,400.263,1459.372
31,1029.767,431.486,6841.27,993.479,400.055,1458.657
31,1029.223,431.257,6837.392,992.898,399.781,1457.704
31,1028.765,431.068,6834.607,992.446,399.644,1457.257
31,1028.326,430.892,6831.357,991.978,399.403,1456.768
31,1027.885,430.695,6828.89,991.487,399.237,1456.261
32,,,,2521.601,1018.743,3711.2
32,2500.028,1093.121,3715.877,2515.239,1016.441,3735.314
32,2494.886,1090.946,3734.779,2511.293,1014.948,3749.871
32,2490.689,1089.24,3745.206,2507.993,1013.622,3758.784
32,2486.89,1087.633,3751.452,2504.934,1012.472,3764.334
32,2483.32,1086.132,3754.986,2502.008,1011.268,3767.798
32,2479.787,1084.612,3756.663,2498.98,1010.05,3769.705
32,2476.218,1083.026,3757.014,2496.198,1008.983,3770.671
32,2473.191,1081.765,3757.186,2493.289,1007.816,3770.521
32,2469.45,1080.119,3755.555,2490.391,1006.676,3769.588
32,2465.909,1078.56,3753.284,2487.649,1005.518,3768.726
33,,,,2026.778,817.23,3015.814
33,2009.465,876.745,3005.453,2025.391,816.856,3014.79
33,2007.818,876.067,3005.026,2023.757,816.246,3014.714
33,2005.858,875.185,3004.107,2022.123,815.596,3014.095
33,2003.818,874.321,3002.855,2020.364,814.832,3013.003
33,2001.767,873.44,3001.384,2018.66,814.18,3011.786
33,1999.749,872.615,2999.242,2016.988,813.522,3010.334
33,1997.704,871.726,2997.327,2015.254,812.778,3008.733
33,1995.619,870.808,2995.093,2013.533,812.118,3006.821
33,1993.566,869.857,2992.901,2011.748,811.427,3005.102
33,1991.458,868.924,2990.384,2010.114,810.767,3003.366
34,,,,1495.26,602.836,2219.401
34,1529.78,667.081,2278.334,1493.742,602.317,2215.555
34,1528.814,666.726,2277.082,1492.899,601.969,2215.244
34,1527.681,666.197,2276.095,1492.056,601.669,2214.548
34,1526.568,665.76,2275.172,1491.132,601.296,2213.855
34,1525.414,665.263,2274.2,1490.18,600.895,2213.095
34,1524.276,664.722,2272.938,1489.26,600.551,2212.026
34,1523.205,664.292,2271.633,1488.333,600.167,2211.21
34,1521.954,663.718,2270.291,1487.451,599.837,2210.212
34,1520.806,663.221,2269.023,1486.573,599.445,2209.02
34,1519.679,662.776,2267.414,1485.623,599.055,2208.048
35,,,,1035.929,417.118,1536.707
35,1029.928,448.287,1532.177,1035.095,416.85,1530.385
35,1029.491,448.131,1528.729,1034.781,416.756,1528.181
35,1029.035,447.928,1526.88,1034.314,416.602,1526.694
35,1028.554,447.7,1525.473,1033.94,416.417,1525.636
35,1028.1,447.539,1524.329,1033.451,416.264,1524.678
35,1027.52,447.256,1523.214,1033.033,416.063,1523.699
35,1027.022,447.071,1522.397,1032.62,415.897,1522.816
35,1026.483,446.818,1521.459,1032.138,415.736,1522.139
35,1025.969,446.6,1520.625,1031.703,415.502,1521.608
35,1025.47,446.39,1520.073,1031.284,415.374,1520.894
36,,,,2472.551,998.884,3673.721
36,2503.367,1094.671,3755.59,2466.218,996.507,3697.517
36,2498.109,1092.456,3772.907,2462.547,995.087,3710.412
36,2494.141,1090.828,3781.289,2459.661,993.954,3717.209
36,2490.561,1089.273,3785.572,2456.81,992.856,3720.81
36,2486.985,1087.741,3786.836,2454.108,991.735,3722.508
36,2483.516,1086.205,3786.484,2451.352,990.648,3722.83
36,2480.012,1084.678,3785.25,2448.578,989.573,3722.224
36,2476.589,1083.154,3783.2,2445.949,988.466,3720.882
36,2473.201,1081.682,3780.67,2443.22,987.397,3718.995
36,2469.835,1080.19,3777.512,2440.67,986.319,3717.192
37,,,,2012.897,812.308,3014.795
37,2019.547,881.923,3039.842,2011.177,811.811,3013.954
37,2017.587,881.173,3039.494,2009.494,811.149,3013.829
37,2015.434,880.235,3038.424,2007.687,810.464,3013.189
37,2013.223,879.27,3036.884,2005.907,809.711,3012.144
37,2010.987,878.34,3034.751,2004.078,809.007,3010.654
37,2008.781,877.335,3032.567,2002.268,808.317,3008.672
37,2006.49,876.381,3030.221,2000.514,807.566,3007.028
37,2004.244,875.338,3027.883,1998.645,806.82,3005.104
37,2002.005,874.369,3025.194,1996.948,806.124,3003.381
37,1999.854,873.467,3022.647,1995.181,805.382,3001.252
38,,,,1525.872,615.13,2283.661
38,1524.094,664.544,2290.265,1524.853,614.822,2279.731
38,1523.19,664.226,2288.028,1524.022,614.5,2278.31
38,1522.003,663.697,2286.353,1522.989,614.078,2277.051
38,1520.76,663.162,2284.963,1522.017,613.687,2275.903
38,1519.568,662.669,2283.567,1521.001,613.272,2274.554
38,1518.334,662.129,2282.083,1520.017,612.922,2273.638
38,1517.119,661.623,2280.546,1518.956,612.466,2272.387
38,1515.869,661.042,2279.069,1517.966,612.086,2271.405
38,1514.595,660.451,2277.462,1516.941,611.65,2270.153
38,1513.434,660.006,2276.101,1515.982,611.276,2268.977
39,,,,984.121,396.236,1472.333
39,1038.463,452.047,1551.492,982.466,395.654,1462.635
39,1037.87,451.783,1547.16,982.113,395.484,1460.619
39,1037.396,451.596,1545.358,981.752,395.372,1459.462
39,1036.87,451.33,1543.913,981.347,395.18,1458.364
39,1036.342,451.135,1542.628,980.959,395.023,1457.521
39,1035.762,450.889,1541.737,980.532,394.854,1456.765
39,1035.418,450.686,1540.976,980.074,394.697,1455.874
39,1034.576,450.389,1539.837,979.68,394.522,1455.322
39,1034.041,450.121,1538.908,979.22,394.336,1454.805
39,1033.454,449.845,1538.128,978.827,394.151,1454.14
40,,,,2489.895,1004.999,3972.777
40,2506.486,1136.352,4025.392,2482.535,1002.331,4001.705
40,2501.071,1134.112,4050.832,2478.237,1000.736,4021.411
40,2497.319,1132.504,4066.836,2474.664,999.349,4034.05
40,2494.061,1131.119,4077.803,2471.454,998.084,4042.746
40,2491.165,1129.814,4085.39,2468.395,996.932,4048.624
40,2488.053,1128.457,4089.908,2465.403,995.742,4052.25
40,2485.05,1127.107,4092.756,2462.335,994.465,4054.237
40,2482.051,1125.773,4094.157,2459.323,993.306,4054.873
40,2479.049,1124.395,4094.174,2456.327,992.151,4054.835
40,2476.032,1123.043,4093.873,2453.315,990.92,4053.907
41,,,,2011.252,810.972,3252.464
41,2011.603,910.764,3258.968,2009.492,810.529,3252.159
41,2009.942,910.141,3259.228,2007.57,809.836,3252.267
41,2008.042,909.291,3259.052,2005.59,809.044,3251.632
41,2006.114,908.4,3258.308,2003.663,808.274,3250.707
41,2004.265,907.59,3256.89,2001.77,807.488,3249.13
41,2002.45,906.787,3255.53,1999.9,806.778,3247.486
41,2000.62,905.975,3253.928,1997.96,805.985,3245.709
41,1998.814,905.115,3252.021,1996.134,805.259,3243.714
41,1997.007,904.324,3250.126,1994.201,804.479,3241.346
41,1995.14,903.449,3248.198,1992.299,803.721,3239.197
42,,,,1536.057,618.627,2484.887
42,1521.919,687.825,2464.926,1534.967,618.387,2480.464
42,1521.202,687.639,2462.654,1534.049,618.074,2478.958
42,1520.257,687.168,2461.365,1532.963,617.657,2477.59
42,1519.19,686.722,2459.937,1531.805,617.222,2475.858
42,1518.127,686.242,2458.692,1530.665,616.751,2474.694
42,1517.063,685.766,2457.497,1529.542,616.292,2473.317
42,1515.96,685.282,2456.026,1528.35,615.829,2471.943
42,1514.745,684.704,2454.46,1527.066,615.321,2470.167
42,1513.581,684.158,2452.945,1525.853,614.815,2468.558
42,1512.461,683.624,2451.546,1524.724,614.333,2466.977
43,,,,987.889,397.439,1600.579
43,1039.808,468.997,1677.039,986.313,396.891,1590.466
43,1039.375,468.855,1672.637,985.896,396.678,1588.22
43,1038.901,468.649,1670.363,985.432,396.519,1586.478
43,1038.4,468.394,1668.837,984.958,396.295,1585.238
43,1037.946,468.163,1667.419,984.451,396.107,1584.036
43,1037.361,467.943,1666.21,983.951,395.88,1583.052
43,1036.879,467.755,1665.236,983.47,395.679,1581.983
43,1036.376,467.485,1664.303,982.998,395.511,1581.273
43,1035.893,467.238,1663.584,982.493,395.307,1580.543
43,1035.341,466.97,1662.694,981.963,395.07,1579.769
44,,,,2498.941,1008.397,4041.752
44,2527.165,1145.633,4107.739,2491.957,1005.881,4059.717
44,2522.381,1143.526,4123.784,2487.971,1004.347,4071.103
44,2518.937,1142.058,4132.464,2484.78,1003.07,4077.593
44,2515.816,1140.617,4137.09,2481.652,1001.815,4080.228
44,2512.782,1139.233,4139.027,2478.568,1000.57,4081.129
44,2509.76,1137.931,4139.416,2475.51,999.339,4080.81
44,2506.728,1136.485,4138.608,2472.517,998.06,4079.455
