Index,Date,Sample_Name,Reference_Gas,Setting,Electron_Energy
774,4/15/2019,C2,1,1,124
775,4/15/2019,C2,1,1,124
776,4/15/2019,C2,1,1,124
777,4/15/2019,C2,1,1,124
778,4/15/2019,C2,1,1,124
779,4/15/2019,C2,1,1,124
780,4/15/2019,C2,1,1,124
781,4/15/2019,C2,1,1,124
782,4/15/2019,C2,1,1,124
783,4/15/2019,C2,1,1,124
784,4/15/2019,C2,1,1,124
785,4/15/2019,C2,1,1,124
786,4/15/2019,C2,1,1,124
787,4/16/2019,A2,1,1,124
788,4/16/2019,A2,1,1,124
789,4/16/2019,A2,1,1,124
790,4/16/2019,A2,1,1,124
791,4/16/2019,A2,1,1,124
792,4/16/2019,A2,1,1,124
793,4/16/2019,A2,1,1,124
794,4/16/2019,A2,1,1,124
795,4/16/2019,A2,1,1,124
796,4/16/2019,A2,1,1,124
797,4/16/2019,A2,1,1,124
798,4/16/2019,A2,1,1,124
799,4/16/2019,A2,1,1,124
800,4/16/2019,A2,1,1,124
801,4/16/2019,0,1,0,100
802,4/16/2019,0,1,0,100
803,4/16/2019,0,1,0,100
804,4/16/2019,0,1,1,124
805,4/16/2019,0,1,1,124
806,4/16/2019,0,1,1,124
807,4/16/2019,B2,1,1,124
808,4/16/2019,B2,1,1,124
809,4/16/2019,B2,1,1,124
810,4/16/2019,B2,1,1,124
811,4/16/2019,B2,1,1,124
812,4/16/2019,B2,1,1,124
813,4/16/2019,B2,1,1,124
814,4/16/2019,B2,1,1,124
815,4/16/2019,B2,1,1,124
816,4/16/2019,B2,1,1,124
817,4/16/2019,B2,1,1,124
818,4/16/2019,B2,1,1,124
819,4/16/2019,B2,1,1,124
820,4/16/2019,B2,1,1,124
821,4/17/2019,D2,1,1,124
822,4/17/2019,D2,1,1,124
823,4/17/2019,D2,1,1,124
824,4/17/2019,D2,1,1,124
825,4/17/2019,D2,1,1,124
826,4/17/2019,D2,1,1,124
827,4/17/2019,D2,1,1,124
828,4/17/2019,D2,1,1,124
829,4/17/2019,D2,1,1,124
830,4/17/2019,D2,1,1,124
831,4/17/2019,D2,1,1,124
832,4/17/2019,D2,1,1,124
833,4/17/2019,D2,1,1,124
834,4/17/2019,D2,1,1,124
835,4/18/2019,A2,1,1,80
836,4/18/2019,A2,1,1,80
837,4/18/2019,A2,1,1,80
838,4/18/2019,A2,1,1,80
839,4/18/2019,A2,1,1,80
840,4/18/2019,A2,1,1,80
841,4/18/2019,A2,1,1,80
842,4/18/2019,A2,1,1,80
843,4/18/2019,A2,1,1,80
844,4/18/2019,A2,1,1,80
845,4/18/2019,A2,1,1,80
846,4/18/2019,A2,1,1,80
847,4/18/2019,A2,1,1,80
848,4/18/2019,A2,1,1,80
849,4/18/2019,B2,1,1,80
850,4/18/2019,B2,1,1,80
851,4/18/2019,B2,1,1,80
852,4/18/2019,B2,1,1,80
853,4/18/2019,B2,1,1,80
854,4/18/2019,B2,1,1,80
855,4/18/2019,B2,1,1,80
856,4/18/2019,B2,1,1,80
857,4/18/2019,B2,1,1,80
858,4/18/2019,B2,1,1,80
859,4/18/2019,B2,1,1,80
860,4/18/2019,B2,1,1,80
861,4/18/2019,B2,1,1,80
862,4/18/2019,B2,1,1,80
863,4/19/2019,C2,1,1,80
864,4/19/2019,C2,1,1,80
865,4/19/2019,C2,1,1,80
866,4/19/2019,C2,1,1,80
867,4/19/2019,C2,1,1,80
868,4/19/2019,C2,1,1,80
869,4/19/2019,C2,1,1,80
870,4/19/2019,C2,1,1,80
871,4/19/2019,C2,1,1,80
872,4/19/2019,C2,1,1,80
873,4/19/2019,C2,1,1,80
874,4/19/2019,C2,1,1,80
875,4/19/2019,C2,1,1,80
876,4/19/2019,C2,1,1,80
877,4/19/2019,D2,1,1,80
878,4/19/2019,D2,1,1,80
879,4/19/2019,D2,1,1,80
880,4/19/2019,D2,1,1,80
881,4/19/2019,D2,1,1,80
882,4/19/2019,D2,1,1,80
883,4/19/2019,D2,1,1,80
884,4/19/2019,D2,1,1,80
885,4/19/2019,D2,1,1,80
886,4/19/2019,D2,1,1,80
887,4/19/2019,D2,1,1,80
888,4/19/2019,D2,1,1,80
889,4/19/2019,D2,1,1,80
890,4/19/2019,D2,1,1,80
891,4/20/2019,D2,1,1,100
892,4/20/2019,D2,1,1,100
893,4/20/2019,D2,1,1,100
894,4/20/2019,D2,1,1,100
895,4/20/2019,D2,1,1,100
896,4/20/2019,D2,1,1,100
897,4/20/2019,D2,1,1,100
898,4/20/2019,D2,1,1,100
899,4/20/2019,D2,1,1,100
900,4/20/2019,D2,1,1,100
901,4/20/2019,D2,1,1,100
902,4/20/2019,D2,1,1,100
903,4/20/2019,D2,1,1,100
904,4/20/2019,D2,1,1,100
905,4/20/2019,C2,1,1,100
906,4/20/2019,C2,1,1,100
907,4/20/2019,C2,1,1,100
908,4/20/2019,C2,1,1,100
909,4/20/2019,C2,1,1,100
910,4/20/2019,C2,1,1,100
911,4/20/2019,C2,1,1,100
912,4/20/2019,C2,1,1,100
913,4/20/2019,C2,1,1,100
914,4/20/2019,C2,1,1,100
915,4/20/2019,C2,1,1,100
916,4/20/2019,C2,1,1,100
917,4/20/2019,C2,1,1,100
918,4/20/2019,C2,1,1,100
919,4/20/2019,B2,1,1,100
920,4/20/2019,B2,1,1,100
921,4/20/2019,B2,1,1,100
922,4/20/2019,B2,1,1,100
923,4/20/2019,B2,1,1,100
924,4/20/2019,B2,1,1,100
925,4/20/2019,B2,1,1,100
926,4/20/2019,B2,1,1,100
927,4/20/2019,B2,1,1,100
928,4/20/2019,B2,1,1,100
929,4/20/2019,B2,1,1,100
930,4/20/2019,B2,1,1,100
931,4/20/2019,B2,1,1,100
932,4/20/2019,B2,1,1,100
933,4/21/2019,A2,1,1,100
934,4/21/2019,A2,1,1,100
935,4/21/2019,A2,1,1,100
936,4/21/2019,A2,1,1,100
937,4/21/2019,A2,1,1,100
938,4/21/2019,A2,1,1,100
939,4/21/2019,A2,1,1,100
940,4/21/2019,A2,1,1,100
941,4/21/2019,A2,1,1,100
942,4/21/2019,A2,1,1,100
943,4/21/2019,A2,1,1,100
944,4/21/2019,A2,1,1,100
945,4/21/2019,A2,1,1,100
946,4/21/2019,A2,1,1,100
947,5/21/2019,D2,1,0,100
948,5/21/2019,D2,1,0,100
949,5/21/2019,D2,1,0,100
950,5/24/2019,0,1,0,100
951,5/24/2019,0,1,0,100
952,5/24/2019,0,1,0,100
953,5/24/2019,0,1,1,100
954,5/24/2019,0,1,1,100
955,5/24/2019,0,1,1,100
956,5/24/2019,0,1,0,100
957,5/24/2019,0,1,0,100
958,5/24/2019,0,1,0,100
959,5/24/2019,0,1,1,100
960,5/24/2019,0,1,1,100
961,5/24/2019,0,1,1,100
962,5/26/2019,A2,1,1,120
963,5/26/2019,A2,1,1,120
964,5/26/2019,A2,1,1,120
965,5/26/2019,A2,1,1,120
966,5/26/2019,A2,1,1,120
967,5/26/2019,A2,1,1,120
968,5/26/2019,A2,1,1,120
969,5/26/2019,A2,1,1,120
970,5/26/2019,A2,1,1,120
971,5/26/2019,A2,1,1,120
972,5/26/2019,A2,1,1,120
973,5/26/2019,A2,1,1,120
974,5/26/2019,A2,1,1,120
975,5/26/2019,A2,1,1,120
976,5/29/2019,B2,2,0,100
977,5/29/2019,B2,2,0,100
978,5/29/2019,B2,2,0,100
979,5/29/2019,B2,2,1,120
980,5/29/2019,B2,2,1,120
981,5/29/2019,B2,2,1,120
982,5/29/2019,B2,2,1,120
983,5/29/2019,B2,2,1,120
984,5/29/2019,B2,2,1,120
985,5/29/2019,B2,2,1,120
986,5/29/2019,B2,2,1,120
987,5/29/2019,B2,2,1,120
988,5/29/2019,B2,2,1,120
989,5/29/2019,B2,2,1,120
990,5/29/2019,B2,2,1,120
991,5/29/2019,B2,2,1,120
992,5/29/2019,B2,2,1,120
993,5/29/2019,C2,2,0,100
994,5/29/2019,C2,2,0,100
995,5/29/2019,C2,2,0,100
996,5/29/2019,C2,2,1,120
997,5/29/2019,C2,2,1,120
998,5/29/2019,C2,2,1,120
999,5/29/2019,C2,2,1,120
1000,5/29/2019,C2,2,1,120
1001,5/29/2019,C2,2,1,120
1002,5/29/2019,C2,2,1,120
1003,5/29/2019,C2,2,1,120
1004,5/29/2019,C2,2,1,120
1005,5/29/2019,C2,2,1,120
1006,5/29/2019,C2,2,1,120
1007,5/29/2019,C2,2,1,120
1008,5/29/2019,C2,2,1,120
1009,5/29/2019,C2,2,1,120
1010,5/29/2019,D2,2,0,100
1011,5/29/2019,D2,2,0,100
1012,5/29/2019,D2,2,0,100
1013,5/29/2019,D2,2,1,120
1014,5/29/2019,D2,2,1,120
1015,5/29/2019,D2,2,1,120
1016,5/29/2019,D2,2,1,120
1017,5/29/2019,D2,2,1,120
1018,5/29/2019,D2,2,1,120
1019,5/29/2019,D2,2,1,120
1020,5/29/2019,D2,2,1,120
1021,5/29/2019,D2,2,1,120
1022,5/29/2019,D2,2,1,120
1023,5/29/2019,D2,2,1,120
1024,5/29/2019,D2,2,1,120
1025,5/29/2019,D2,2,1,120
1026,5/29/2019,D2,2,1,120
