291.37,0.015483249,0.004703491,131.5966202,2.744705571,,,
291.37,0.015483249,0.004703079,98.60646187,2.744705571,,,
291.37,0.014405397,0.004614745,134.3051487,2.744705571,,,
291.37,0.014405397,0.004615698,374.9072859,2.744705571,,,
291.37,0.009292719,0.004197031,214.0406752,2.744705571,,,
291.37,0.009292719,0.004197303,247.767517,2.744705571,,,
291.37,0.01354492,0.004546798,307.4357215,2.744705571,,,
291.37,0.01354492,0.004546415,281.5619817,2.744705571,,,
291.37,0.012584253,0.00446859,405.9665228,2.744705571,,,
291.37,0.012584253,0.004469085,228.1320416,2.744705571,,,
291.37,0.00888921,0.004164128,34.10266469,2.744705571,,,
291.37,0.00888921,0.004164561,134.7909026,2.744705571,,,
291.37,0.011622756,0.004389925,286.5804935,2.744705571,,,
291.37,0.011622756,0.004389363,247.6619492,2.744705571,,,
291.37,0.010620985,0.004307491,321.7462652,2.744705571,,,
291.37,0.010620985,0.004307354,184.8236475,2.744705571,,,
291.37,0.008497133,0.004131272,227.2466935,2.744705571,,,
291.37,0.008497133,0.004131319,174.0534845,2.744705571,,,
291.37,0.008131334,0.004101106,109.8917907,2.744705571,,,
291.37,0.008131334,0.004100809,93.74376828,2.744705571,,,
411.93,0.015483249,0.004709575,315.7910716,2.302128602,,,
411.93,0.015483249,0.004708746,201.7223186,2.302128602,,,
411.93,0.014405397,0.004618808,304.2386431,2.302128602,,,
411.93,0.014405397,0.004620173,162.6480993,2.302128602,,,
411.93,0.009292719,0.004198481,156.5595905,2.302128602,,,
411.93,0.009292719,0.004198082,244.5600378,2.302128602,,,
411.93,0.01354492,0.004550811,163.1495934,2.302128602,,,
411.93,0.01354492,0.004550502,264.8754379,2.302128602,,,
411.93,0.012584253,0.004471751,288.2823177,2.302128602,,,
411.93,0.012584253,0.004471943,127.2509562,2.302128602,,,
411.93,0.00888921,0.004164596,238.2542916,2.302128602,,,
411.93,0.00888921,0.004165029,217.583092,2.302128602,,,
411.93,0.011622756,0.004392271,172.1356219,2.302128602,,,
411.93,0.011622756,0.004392195,425.7335957,2.302128602,,,
411.93,0.010620985,0.004309261,130.5728423,2.302128602,,,
411.93,0.010620985,0.004309314,347.0057429,2.302128602,,,
411.93,0.008497133,0.004131825,176.3376583,2.302128602,,,
411.93,0.008497133,0.004131926,142.9037147,2.302128602,,,
411.93,0.008131334,0.004101296,108.5275256,2.302128602,,,
411.93,0.008131334,0.004101297,98.72620116,2.302128602,,,
534.57,0.014405397,0.004622005,208.1371343,2.302128602,,,
534.57,0.014405397,0.004623266,140.7824564,2.302128602,,,
534.57,0.009292719,0.00419902,230.4911482,2.302128602,,,
534.57,0.009292719,0.004199051,226.8527928,2.302128602,,,
534.57,0.01354492,0.004553304,174.7637039,2.302128602,,,
534.57,0.01354492,0.004553475,146.2356677,2.302128602,,,
534.57,0.012584253,0.004473913,194.6906164,2.302128602,,,
534.57,0.012584253,0.004474226,287.8061043,2.302128602,,,
534.57,0.00888921,0.004164989,241.2458166,2.302128602,,,
534.57,0.00888921,0.004165461,168.3779738,2.302128602,,,
534.57,0.011622756,0.004394253,161.7380648,2.302128602,,,
534.57,0.011622756,0.004393943,101.3220575,2.302128602,,,
534.57,0.010620985,0.004310477,134.4797942,2.302128602,,,
534.57,0.010620985,0.00431058,398.6552235,2.302128602,,,
534.57,0.008497133,0.004132296,156.2757319,2.302128602,,,
534.57,0.008497133,0.004132279,163.419297,2.302128602,,,
534.57,0.009655793,0.00422847,271.7220371,2.302128602,,,
